Panel_ID,Ubicacion,Latitud,Longitud,Grado_inclinacion,Temperatura_C,Humedad (%),Viento (m/s),Nubosidad (%),Eficiencia_inicial (%),Eficiencia_actual (%),Fecha_medicion,Costo_instalacion (CLP),Costo_instalacion (USD),Costo_mantenimiento (CLP),Costo_mantenimiento (USD),Produccion_energia (kWh),Vida_util (años),Incentivos_fiscales (CLP),Incentivos_fiscales (USD),Cantidad_paneles
55047,Batuco,-33.3705070767359,-70.59672099068243,23,12.47,70.31,9.120385874774437,68.97,85.68,84.17,2026-12-12,1225682,1361.868888888889,449363,107.66222222222224,5656.0,22,86693,96.32555555555555,10
76062,Chicureo,-33.24788016590709,-70.97137043938044,37,19.22,73.67,7.764386045426816,26.46,90.57,90.17,2026-12-13,1744073,1937.858888888889,361951,165.6211111111111,5370.0,28,63444,70.49333333333334,6
12780,Lampa,-33.592274072231405,-70.54131322106537,31,31.09,71.85,0.1535547477955334,44.35,92.22,90.05,2026-12-14,1522126,1691.2511111111112,345716,128.83333333333334,3530.0,21,98905,109.89444444444445,6
10304,Batuco,-33.51489768440904,-70.5082528349584,35,26.07,42.33,2.765047076176081,95.64,85.97,82.88,2026-12-15,1067663,1186.2922222222223,210279,130.99333333333334,5425.0,28,69946,77.71777777777778,5
36732,Pirque,-33.421051100391026,-70.71870472239313,22,21.69,49.58,3.9691033672309,47.28,81.89,80.06,2026-12-16,1725010,1916.6777777777777,465172,95.04444444444444,3014.0,29,191337,212.59666666666664,8
89253,Batuco,-33.58755432099151,-70.73878131373465,34,16.69,78.42,7.781910737210125,74.15,82.33,78.57,2026-12-17,1916872,2129.8577777777778,150126,142.57555555555555,3280.0,29,188431,209.3677777777777,9
25296,Chicureo,-33.61637255154573,-70.78397735797812,24,31.96,58.95,1.3223514456697971,72.9,88.24,84.5,2026-12-18,1959719,2177.4655555555555,464473,110.44888888888887,4243.0,22,165923,184.35888888888888,6
38294,Batuco,-33.455761392619955,-70.76741740305239,37,10.53,57.77,8.518432710330817,24.53,92.28,88.48,2026-12-19,1342368,1491.52,177632,136.83666666666667,4883.0,28,60040,66.71111111111111,6
24567,Batuco,-33.21143614235065,-70.53019972562643,23,24.83,70.65,0.5937744713933857,71.92,85.99,81.68,2026-12-20,1339934,1488.8155555555556,346382,152.82777777777778,3974.0,28,73843,82.04777777777778,10
51182,Lampa,-33.41640810183723,-70.52032376895326,27,12.68,37.02,0.5639902950060471,60.55,80.68,76.48,2026-12-21,1251959,1391.0655555555556,259945,95.82444444444444,5193.0,26,96334,107.03777777777778,10
35765,Batuco,-33.43684531729029,-70.92367713591386,31,10.88,30.64,2.9816003334914534,7.02,87.56,86.43,2026-12-22,1714172,1904.635555555556,467320,81.06111111111112,3931.0,24,195626,217.3622222222222,7
36361,Batuco,-33.682665926378654,-70.54015995608286,28,29.47,75.07,8.367532853648282,99.56,86.59,86.27,2026-12-23,1322684,1469.648888888889,400869,58.17777777777778,4489.0,20,180545,200.60555555555555,7
21461,Batuco,-33.25700859239457,-70.63529159869717,30,19.83,40.31,3.3774299220702977,68.29,87.14,83.77,2026-12-24,1511318,1679.2422222222222,367138,121.85888888888888,3441.0,23,98481,109.42333333333332,10
22066,Colina,-33.55173211957995,-70.95654438821593,31,34.14,56.41,3.964527936273673,82.05,81.84,81.7,2026-12-25,1668620,1854.022222222222,325399,69.64666666666666,5981.0,27,76837,85.37444444444445,7
68123,Lampa,-33.48205636072615,-70.7778481711604,36,31.19,78.0,2.8249571179779007,24.05,82.71,82.29,2026-12-26,1013039,1125.598888888889,284869,131.7511111111111,3265.0,27,83058,92.28666666666666,7
30666,Pirque,-33.52644927054703,-70.72343829418666,35,20.05,39.89,4.5391010250041885,27.81,81.83,79.37,2026-12-27,1058728,1176.3644444444444,328954,63.10444444444445,3630.0,21,175909,195.45444444444445,7
82974,Colina,-33.29420139878973,-70.59536085517178,23,13.71,75.87,6.699313203568159,41.41,88.6,87.74,2026-12-28,1471304,1634.782222222222,294790,81.21333333333334,4593.0,24,135902,151.00222222222223,5
84553,Pirque,-33.440280198265086,-70.61343808752983,34,31.17,65.83,4.576465990069732,9.07,84.15,84.13,2026-12-29,1797824,1997.5822222222223,184560,130.87222222222223,5069.0,28,57961,64.4011111111111,7
83582,Pirque,-33.41847332503241,-70.67336600482327,38,20.79,79.38,9.927658821572711,26.59,82.8,78.86,2026-12-30,1745790,1939.7666666666669,488733,115.06222222222222,5593.0,24,121346,134.82888888888888,8
15384,Batuco,-33.58386345715021,-70.71173874045026,38,24.44,39.33,7.766942887363937,67.1,80.9,80.21,2026-12-31,1054377,1171.53,434260,133.49444444444444,3678.0,23,69993,77.77,7
33582,Batuco,-33.433402343874285,-70.52447195041519,34,13.88,74.92,4.912754629540012,21.83,88.01,87.36,2027-01-01,1814016,2015.5733333333333,282717,122.94222222222224,3006.0,26,185401,206.0011111111111,9
84386,Colina,-33.6335749750723,-70.93713861551507,22,19.76,46.79,6.317561378938676,10.16,85.5,82.11,2027-01-02,1777036,1974.4844444444443,328595,70.29888888888888,3936.0,25,98210,109.12222222222222,7
48919,Pirque,-33.21404241629622,-70.98380472473612,23,12.98,59.61,7.213012715400307,41.15,84.14,80.59,2027-01-03,1491987,1657.763333333333,274085,92.88111111111112,3412.0,29,117933,131.03666666666666,5
21533,Pirque,-33.57811896271721,-70.55420370385522,36,34.15,69.55,6.579815843987777,45.16,80.32,75.86,2027-01-04,1825881,2028.756666666667,431400,162.2422222222222,4091.0,27,81455,90.50555555555556,8
61066,Pirque,-33.377572602875375,-70.98394216198483,37,25.87,47.05,6.212415451543421,94.18,90.6,86.07,2027-01-05,1065610,1184.0111111111112,250158,78.91,3743.0,23,175372,194.85777777777776,6
31722,Pirque,-33.33649863262145,-70.85968190237702,31,15.42,60.48,0.3751627457793882,44.86,82.1,77.98,2027-01-06,1366360,1518.1777777777777,334245,127.1,3363.0,26,145815,162.01666666666668,10
47947,Pirque,-33.55099974422935,-70.55018020037971,21,14.03,69.42,4.406798150685633,32.62,83.28,81.36,2027-01-07,1675152,1861.28,318502,80.61777777777777,5497.0,20,176627,196.25222222222223,8
75251,Batuco,-33.228373339778706,-70.84443873224447,28,22.13,78.96,8.957624901705493,57.82,86.19,82.54,2027-01-08,1694926,1883.2511111111112,480388,123.99888888888889,3527.0,24,117036,130.04,5
56418,Chicureo,-33.54151367380262,-70.7387287473353,21,22.72,59.94,0.0920006447374066,72.77,90.91,87.45,2027-01-09,1227045,1363.3833333333334,292766,65.93555555555555,3426.0,24,56345,62.605555555555554,5
74073,Lampa,-33.27555644572012,-70.76946855990835,27,33.6,79.17,9.61606252623554,52.95,83.39,79.86,2027-01-10,1814561,2016.1788888888889,468408,64.09222222222222,5801.0,22,99565,110.62777777777778,9
31729,Colina,-33.40586885643455,-70.85512969244435,29,14.16,32.2,5.129464567291141,64.11,91.82,89.48,2027-01-11,1616563,1796.181111111111,207545,62.80555555555556,3592.0,29,116828,129.8088888888889,10
50059,Chicureo,-33.307922457444946,-70.61107801664129,26,29.58,53.25,1.14639949128292,87.15,81.94,81.43,2027-01-12,1474591,1638.4344444444444,451368,100.79222222222222,3869.0,26,176015,195.57222222222225,9
64472,Batuco,-33.66996718611929,-70.73683646288194,37,17.81,57.73,2.945201189680293,32.56,93.83,93.22,2027-01-13,1568710,1743.0111111111112,163224,62.19111111111111,3933.0,22,199609,221.7877777777778,5
11306,Chicureo,-33.34283435811677,-70.51110664777181,40,26.83,76.99,0.1044684542281926,31.22,80.46,75.97,2027-01-14,1024733,1138.5922222222223,190738,68.98222222222222,4409.0,22,72430,80.47777777777777,9
50078,Pirque,-33.67583622578509,-70.62954940465018,39,19.21,70.54,1.0365367892366728,85.88,86.98,86.5,2027-01-15,1978570,2198.411111111111,475875,60.18555555555555,5321.0,29,139299,154.77666666666667,7
62913,Pirque,-33.58079917003965,-70.8735187549352,38,30.22,46.62,8.803291785286445,70.17,86.18,83.41,2027-01-16,1764322,1960.3577777777773,330760,103.74888888888889,4625.0,25,139113,154.57,9
58858,Colina,-33.615264022123846,-70.88136060392486,34,19.03,76.79,4.492047852492206,1.23,85.81,82.06,2027-01-17,1568812,1743.1244444444444,389690,121.08777777777776,3169.0,27,113530,126.14444444444445,8
67817,Pirque,-33.34571360670688,-70.7607275739909,29,25.83,38.64,8.31837164220001,84.74,81.14,78.74,2027-01-18,1965268,2183.631111111112,289649,159.37,4769.0,29,117034,130.0377777777778,10
48807,Lampa,-33.33831151302489,-70.74624263620562,23,11.59,42.47,8.31041644267708,78.82,86.89,86.73,2027-01-19,1070932,1189.9244444444444,158070,134.59666666666666,4180.0,27,51975,57.75,9
26678,Lampa,-33.27118990491154,-70.53790917750194,30,26.97,44.91,8.371514002199707,54.93,81.98,79.74,2027-01-20,1155211,1283.5677777777778,276161,61.31111111111111,4471.0,29,176949,196.61,8
12282,Batuco,-33.392976471114665,-70.9714107608095,37,11.61,36.41,0.8502938169918395,71.24,88.44,84.63,2027-01-21,1760416,1956.0177777777776,158666,149.26777777777778,4913.0,27,153844,170.93777777777777,8
65704,Chicureo,-33.52895169203023,-70.82423907060829,24,18.01,31.16,2.346615285746151,95.73,93.75,92.0,2027-01-22,1013187,1125.763333333333,469905,148.58,4651.0,22,125214,139.1266666666667,5
70958,Lampa,-33.260371069493765,-70.51433843627484,34,33.67,56.38,3.910380988205985,0.94,94.29,94.1,2027-01-23,1969122,2187.9133333333334,448512,94.09555555555556,4813.0,25,142730,158.5888888888889,9
44285,Chicureo,-33.666169899983885,-70.74779356172724,36,20.65,70.67,4.222044096602447,98.99,87.51,85.62,2027-01-24,1349413,1499.3477777777778,287855,124.41222222222224,3938.0,24,142399,158.2211111111111,6
29682,Batuco,-33.24178500390173,-70.86320604593074,28,33.01,43.93,9.46728614595706,11.41,89.61,86.52,2027-01-25,1853257,2059.1744444444444,191914,139.5688888888889,3871.0,20,106691,118.54555555555557,9
68997,Lampa,-33.585136333969174,-70.74280699257523,37,18.66,63.22,8.933356855615582,22.92,88.23,87.87,2027-01-26,1071584,1190.648888888889,351579,74.4588888888889,5397.0,20,84231,93.59,7
27480,Batuco,-33.30847690769099,-70.6375880751288,37,34.42,61.73,3.2180873728009485,65.69,88.21,85.89,2027-01-27,1247854,1386.5044444444443,277738,91.79,5881.0,24,116887,129.87444444444444,9
14452,Lampa,-33.23692622570109,-70.68412671531078,27,24.15,78.56,8.850116345242938,64.79,86.38,84.37,2027-01-28,1855998,2062.22,396965,115.92333333333332,5529.0,24,82455,91.61666666666666,6
21259,Chicureo,-33.27391615592017,-70.70781742610525,27,20.93,74.01,5.720578121889774,19.94,81.46,77.9,2027-01-29,1707997,1897.7744444444445,479670,158.79444444444445,4576.0,28,179174,199.0822222222222,5
93267,Chicureo,-33.377819092435075,-70.77717209755039,20,22.37,41.58,9.056747759091351,15.09,86.36,83.72,2027-01-30,1452409,1613.7877777777778,432100,158.48666666666668,3809.0,24,176663,196.29222222222225,9
24388,Chicureo,-33.3929382399628,-70.51829538672402,22,12.16,73.06,5.386499158942691,90.0,91.35,87.74,2027-01-31,1326794,1474.2155555555555,368967,163.64,5758.0,25,104818,116.46444444444444,10
17225,Chicureo,-33.25114343687649,-70.66561698999278,39,28.26,48.11,2.0259269368550035,0.33,93.36,89.05,2027-02-01,1253639,1392.9322222222222,458384,149.8,4695.0,25,171516,190.57333333333327,8
37912,Batuco,-33.63857113556685,-70.75463637231759,26,18.98,34.29,5.691999169346608,16.08,85.6,84.39,2027-02-02,1314531,1460.59,244270,153.5822222222222,4290.0,20,192691,214.10111111111112,8
81931,Chicureo,-33.22765602118046,-70.99855166788802,39,26.57,49.29,1.2893768738308609,37.02,84.33,83.03,2027-02-03,1734591,1927.3233333333333,416901,97.1211111111111,5616.0,22,58014,64.46,10
79850,Lampa,-33.28019020253935,-70.76824729389713,31,13.46,56.95,1.6753350737604256,12.1,87.73,82.97,2027-02-04,1239323,1377.0255555555557,169097,136.92333333333335,4990.0,22,73456,81.61777777777777,8
73357,Batuco,-33.67886228981281,-70.67151376848194,22,15.93,59.11,2.550219497263726,72.16,83.42,80.59,2027-02-05,1913754,2126.393333333333,291467,164.69444444444446,3252.0,20,77020,85.57777777777778,10
31402,Pirque,-33.29245183622685,-70.75372816307953,40,23.9,32.85,3.952349319112586,56.74,93.77,92.95,2027-02-06,1215319,1350.3544444444444,297313,81.21,5199.0,29,58600,65.11111111111111,6
42596,Lampa,-33.5056189617401,-70.62074211397362,20,14.41,56.31,8.215033903669307,35.46,86.07,85.53,2027-02-07,1489447,1654.941111111111,308768,88.18555555555555,5327.0,22,117522,130.58,10
13028,Chicureo,-33.49883008824694,-70.8948085507256,20,25.38,64.57,7.07296583963026,7.01,93.04,92.1,2027-02-08,1377151,1530.1677777777777,396726,111.43333333333334,5946.0,28,96054,106.72666666666667,9
87123,Pirque,-33.61133143093272,-70.73957331180073,22,24.46,57.13,1.421964000668143,15.28,80.97,80.96,2027-02-09,1639835,1822.0388888888888,482624,133.9088888888889,4002.0,27,150664,167.40444444444444,8
26678,Colina,-33.61310741719564,-70.98448418306094,21,27.85,74.59,5.661720294735719,10.93,91.14,86.52,2027-02-10,1435593,1595.1033333333332,196163,120.87333333333332,4502.0,28,166159,184.6211111111111,5
65759,Batuco,-33.69770383854528,-70.70963592965367,27,27.33,50.64,3.791223332737277,81.04,90.8,89.5,2027-02-11,1628341,1809.2677777777776,169816,91.7611111111111,5785.0,23,193886,215.42888888888888,5
63077,Lampa,-33.66323596811792,-70.63563460176091,27,16.42,56.96,3.164455398125148,57.95,91.26,88.13,2027-02-12,1854267,2060.2966666666666,383619,87.20555555555555,3077.0,21,198207,220.23,9
70170,Lampa,-33.34974789592964,-70.94081860119842,32,16.91,55.01,1.8024934830529549,97.6,93.25,91.86,2027-02-13,1621419,1801.5766666666664,464997,68.89888888888889,4066.0,20,66140,73.4888888888889,5
10408,Colina,-33.28945011306696,-70.68026265201526,24,33.55,40.12,0.6562971304143306,16.33,80.93,76.04,2027-02-14,1777343,1974.825555555556,305989,123.08777777777776,4011.0,22,193660,215.1777777777777,7
12318,Chicureo,-33.547176362941485,-70.7557846770101,38,19.36,70.61,5.637952464018726,20.45,90.89,90.48,2027-02-15,1724401,1916.0011111111112,246731,123.04777777777778,3363.0,28,181109,201.23222222222225,9
20151,Chicureo,-33.54900615384396,-70.57786267493056,25,23.02,50.92,7.758913348867971,37.95,91.41,90.13,2027-02-16,1347958,1497.7311111111112,302638,61.827777777777776,4361.0,27,192161,213.51222222222225,9
48040,Pirque,-33.616522967667336,-70.63539827967901,37,24.6,74.21,2.5187474199157887,12.39,82.35,81.04,2027-02-17,1133194,1259.1044444444444,356524,104.3488888888889,3685.0,28,74971,83.30111111111111,10
65389,Chicureo,-33.55603266620101,-70.9289627088055,33,21.3,76.33,1.4730722946794397,45.87,84.51,79.79,2027-02-18,1765110,1961.233333333333,212823,149.05333333333334,5696.0,25,56875,63.19444444444444,10
52373,Colina,-33.69727638452487,-70.80850680127666,31,18.67,40.99,9.308252504063017,42.56,84.52,82.51,2027-02-19,1014839,1127.598888888889,301878,112.12666666666668,3075.0,29,87682,97.42444444444445,6
56969,Chicureo,-33.481169054527854,-70.60030677717793,32,32.83,77.85,3.518646827209446,60.72,84.86,81.58,2027-02-20,1048132,1164.591111111111,356592,84.85555555555555,4077.0,24,194435,216.0388888888889,6
48320,Pirque,-33.326109913912504,-70.99002105120574,39,18.7,36.57,0.1802222850875878,94.81,81.24,78.47,2027-02-21,1697848,1886.4977777777776,151759,153.17111111111112,4158.0,25,178888,198.76444444444445,6
51210,Pirque,-33.288227447120214,-70.55609835057956,37,14.52,61.04,5.682746047247516,49.4,89.98,85.03,2027-02-22,1998544,2220.6044444444447,407164,79.89,4835.0,21,158842,176.4911111111111,8
54277,Batuco,-33.26663548229551,-70.78203636736878,24,11.33,71.21,6.513191184915293,37.67,92.43,89.51,2027-02-23,1151965,1279.9611111111112,283554,103.03,3327.0,27,66388,73.76444444444445,10
49204,Colina,-33.53499013591589,-70.94358204555597,25,25.64,33.7,1.3491202546028436,18.52,88.71,85.46,2027-02-24,1783604,1981.782222222222,436586,140.5288888888889,3235.0,23,70265,78.07222222222222,9
60436,Colina,-33.29448482571875,-70.78911106096191,21,22.27,66.66,8.0363242644695,17.82,84.96,82.05,2027-02-25,1947397,2163.7744444444443,243501,89.79444444444445,5532.0,28,72915,81.01666666666667,9
23638,Chicureo,-33.63470332657097,-70.69380315341058,20,24.4,53.15,8.473873140528454,60.0,91.72,90.79,2027-02-26,1508498,1676.108888888889,414223,108.07888888888888,3110.0,21,168308,187.0088888888889,8
37869,Batuco,-33.31189797350112,-70.61624166818794,28,21.8,75.04,9.530561439328114,82.02,94.09,92.37,2027-02-27,1652981,1836.645555555556,209676,137.17777777777778,3645.0,23,57046,63.38444444444445,8
63322,Chicureo,-33.525692328530184,-70.89420084133991,20,30.54,40.87,0.1215386530380968,12.94,80.61,78.37,2027-02-28,1396914,1552.1266666666668,367516,79.12222222222222,3098.0,23,131817,146.46333333333334,10
85469,Colina,-33.426821575908015,-70.63139938426231,24,30.53,76.06,4.581134614355754,52.97,93.14,89.03,2027-03-01,1923450,2137.1666666666665,323532,133.54222222222222,3505.0,23,84710,94.12222222222222,10
69250,Lampa,-33.41276487929244,-70.68008917558599,36,28.65,36.43,7.464081913074173,73.84,94.42,89.56,2027-03-02,1526044,1695.6044444444444,240397,107.53444444444445,3583.0,27,161741,179.7122222222222,9
36466,Chicureo,-33.64244527809747,-70.88299358189295,39,13.33,65.68,0.0751004298237567,52.42,80.18,80.06,2027-03-03,1708954,1898.837777777777,222847,63.18,3009.0,28,178910,198.7888888888889,10
92366,Pirque,-33.34766528502837,-70.86273551611737,32,31.46,33.38,3.387599090434991,9.11,91.43,89.81,2027-03-04,1563903,1737.67,243607,57.92555555555556,3041.0,27,143170,159.07777777777778,6
52707,Chicureo,-33.58685690157888,-70.84180295443932,35,10.15,74.68,2.293995838308688,71.38,91.95,88.3,2027-03-05,1145206,1272.451111111111,370178,71.46444444444444,5838.0,27,107846,119.82888888888888,6
18911,Lampa,-33.52212172517834,-70.92512806646735,35,31.44,68.01,8.59546610717697,57.66,88.83,88.1,2027-03-06,1639355,1821.505555555556,299521,164.45555555555555,3374.0,25,143194,159.10444444444445,8
77628,Batuco,-33.4797508714065,-70.73958466046274,33,19.39,53.11,8.815950868603949,28.61,93.89,89.33,2027-03-07,1791192,1990.213333333333,214077,160.23444444444445,4496.0,20,70693,78.54777777777778,8
40807,Chicureo,-33.36987853623838,-70.70481219373522,22,17.54,49.61,0.2434755989781201,77.2,87.02,82.57,2027-03-08,1572020,1746.6888888888889,450402,79.23444444444445,4996.0,26,121639,135.15444444444444,7
16563,Pirque,-33.60125656419329,-70.66373153578172,39,20.91,77.22,6.250743069067527,33.08,91.69,87.17,2027-03-09,1813720,2015.2444444444443,329374,151.20111111111112,5946.0,26,123736,137.48444444444445,7
16927,Pirque,-33.411367764447775,-70.87715864338895,28,29.16,49.14,4.814751274240119,88.27,88.75,85.12,2027-03-10,1667761,1853.0677777777776,407009,120.95555555555556,3931.0,24,130749,145.27666666666667,6
19523,Lampa,-33.450896906319024,-70.69179573709998,29,16.21,78.15,4.660627825558931,77.54,81.78,78.37,2027-03-11,1659854,1844.282222222222,287717,142.40444444444444,4488.0,29,71401,79.33444444444444,5
12339,Lampa,-33.575620856697604,-70.91927175644156,25,31.6,39.44,4.208047167246875,51.64,88.12,84.28,2027-03-12,1846916,2052.128888888889,188000,60.922222222222224,5920.0,28,199100,221.22222222222223,6
68981,Lampa,-33.2649395064567,-70.69771379695396,26,25.2,31.47,1.8237878334743216,12.94,93.08,90.67,2027-03-13,1911082,2123.4244444444444,176737,78.91222222222223,5684.0,27,170931,189.9233333333333,8
15607,Pirque,-33.63558955890755,-70.63855552572818,24,10.83,48.81,5.123361070541818,91.81,94.74,90.18,2027-03-14,1491277,1656.9744444444443,423629,123.46222222222222,5011.0,27,107784,119.76,7
66479,Pirque,-33.56334672655443,-70.5999150964645,25,15.13,40.36,5.409911604258508,12.36,93.7,89.72,2027-03-15,1330306,1478.1177777777775,450709,96.31222222222222,3032.0,28,70297,78.10777777777778,5
47865,Batuco,-33.347777238463124,-70.52262616839157,30,28.92,73.28,5.463976150372041,45.33,89.49,84.65,2027-03-16,1450754,1611.9488888888889,477299,138.00666666666666,4593.0,29,166922,185.4688888888889,9
61982,Chicureo,-33.503960250871074,-70.51784983237611,33,19.3,46.22,0.6114722709670395,98.36,85.76,82.75,2027-03-17,1579039,1754.487777777778,336240,141.70444444444445,3739.0,20,58668,65.18666666666667,5
26882,Chicureo,-33.265542802526284,-70.54378079983339,26,11.17,47.79,9.907955258228046,46.14,80.37,76.94,2027-03-18,1115064,1238.96,202487,60.72666666666667,4626.0,25,78510,87.23333333333333,6
44161,Pirque,-33.43085921557439,-70.68736399977202,23,12.55,71.99,5.766411546426447,10.04,90.26,86.62,2027-03-19,1409239,1565.8211111111111,424486,102.21777777777778,4545.0,24,67263,74.73666666666666,10
64419,Batuco,-33.369591821012946,-70.84318949756731,22,17.19,58.95,4.391500323741737,40.48,83.89,79.04,2027-03-20,1019883,1133.2033333333334,452950,59.04888888888889,3309.0,29,185229,205.81,10
72391,Batuco,-33.269983758339244,-70.94882666461093,25,13.25,78.14,6.588874129739009,38.31,91.3,88.92,2027-03-21,1218272,1353.6355555555556,460914,80.08444444444444,4755.0,23,85709,95.23222222222222,5
65670,Colina,-33.566448227923495,-70.53924903967952,21,27.93,54.78,8.42643166932951,96.16,85.01,80.47,2027-03-22,1632842,1814.2688888888888,228623,56.70777777777778,5605.0,23,116888,129.87555555555556,9
86619,Colina,-33.37022468431433,-70.71421947261612,35,29.41,58.9,6.550302335427954,60.1,94.44,89.65,2027-03-23,1605646,1784.0511111111111,487773,113.95222222222222,3944.0,23,127520,141.6888888888889,10
46513,Lampa,-33.212648664444,-70.82497182908702,32,17.46,52.45,8.565831733700191,69.67,92.02,87.91,2027-03-24,1546946,1718.828888888889,333675,150.59333333333333,4440.0,25,154515,171.68333333333334,8
42941,Lampa,-33.28425966028498,-70.85273802515216,36,14.93,79.37,2.823787214134871,96.31,87.05,84.18,2027-03-25,1212292,1346.9911111111112,363046,158.33555555555554,5290.0,28,149875,166.52777777777777,10
80164,Lampa,-33.40825759942401,-70.82195332579178,40,14.85,76.9,7.422982986053098,54.9,81.28,79.24,2027-03-26,1420827,1578.6966666666667,255947,151.3622222222222,3599.0,23,165474,183.86,8
95981,Colina,-33.276258957658534,-70.55490211908494,37,30.8,39.71,1.7752173281579986,84.71,95.0,93.53,2027-03-27,1527920,1697.6888888888889,438543,115.28222222222222,3196.0,22,60110,66.78888888888889,8
39661,Colina,-33.29258102452606,-70.6190593123384,23,13.71,57.27,5.824617787147145,64.64,93.33,90.91,2027-03-28,1511982,1679.98,278177,162.5811111111111,3611.0,28,199607,221.7855555555556,6
64610,Lampa,-33.302175467636154,-70.78946114875305,33,34.45,36.76,8.454326246512005,99.14,91.38,89.27,2027-03-29,1968988,2187.7644444444445,366454,90.42666666666666,5430.0,21,59910,66.56666666666666,7
34151,Lampa,-33.319471634894526,-70.51215633748016,29,14.9,52.69,2.2909693493351613,18.67,83.14,78.79,2027-03-30,1050266,1166.9622222222222,259575,99.28111111111112,5006.0,29,199708,221.8977777777777,6
65756,Chicureo,-33.606006431801134,-70.99598946942933,23,32.06,69.05,9.615865320132816,44.11,89.19,87.78,2027-03-31,1305376,1450.4177777777777,357606,131.5811111111111,3145.0,24,163643,181.82555555555555,8
58082,Chicureo,-33.685794368776904,-70.5030349441301,31,28.14,67.5,8.029837068203381,52.1,94.58,92.3,2027-04-01,1257531,1397.256666666667,442822,90.46444444444444,4324.0,22,169827,188.69666666666663,6
56590,Colina,-33.47960624756898,-70.83678930651939,27,24.97,40.0,1.600910206877677,67.28,88.34,84.46,2027-04-02,1842380,2047.088888888889,226218,62.922222222222224,4880.0,28,70752,78.61333333333333,10
20372,Chicureo,-33.237773295445855,-70.82243866837693,30,29.11,76.67,6.7563905333949394,17.84,82.83,79.41,2027-04-03,1258788,1398.6533333333334,213230,140.96444444444444,5896.0,20,79220,88.02222222222223,10
90237,Chicureo,-33.33293503706267,-70.67295423691407,28,27.09,41.87,3.5211841554791814,83.54,81.03,77.41,2027-04-04,1941570,2157.3,395756,72.30333333333333,4836.0,20,89366,99.29555555555557,9
86088,Pirque,-33.22887187863422,-70.6997542114118,40,14.13,60.53,0.1229283845146445,85.44,88.0,84.93,2027-04-05,1792534,1991.7044444444443,486199,130.72,4283.0,20,198724,220.80444444444444,8
53515,Chicureo,-33.57140523773855,-70.74261571560889,33,29.35,40.82,0.367043508446927,43.99,84.81,81.8,2027-04-06,1305569,1450.6322222222225,312552,61.986666666666665,5694.0,21,196054,217.83777777777777,6
77400,Chicureo,-33.58220644116609,-70.52155684002994,28,23.39,46.31,7.497454088405596,88.51,93.59,89.61,2027-04-07,1590811,1767.5677777777778,484402,95.61,5550.0,25,177565,197.29444444444445,10
72458,Lampa,-33.424700241014925,-70.6417939582334,29,18.18,31.41,4.55025248476236,74.26,92.86,91.14,2027-04-08,1197404,1330.4488888888889,189986,108.33888888888887,3894.0,23,196635,218.4833333333333,9
84108,Chicureo,-33.306832456223205,-70.55555017645263,34,22.79,54.77,8.986698818021935,63.34,94.88,91.71,2027-04-09,1920092,2133.435555555556,305232,88.63333333333334,5946.0,27,103563,115.07,7
11383,Chicureo,-33.58334306405397,-70.70187759814989,33,18.99,65.93,2.3413703915982644,16.39,91.74,87.98,2027-04-10,1495674,1661.86,497739,116.78555555555556,4775.0,27,187967,208.85222222222225,9
50068,Pirque,-33.43747414161323,-70.92721549415548,25,24.7,30.35,1.361606489761357,69.73,89.9,89.33,2027-04-11,1020316,1133.6844444444444,251358,105.21888888888888,5694.0,25,111252,123.61333333333332,8
37140,Pirque,-33.56118492220689,-70.69312250553115,20,13.12,46.19,2.6720530191468206,24.6,93.46,89.13,2027-04-12,1681139,1867.9322222222224,477073,152.82444444444445,3760.0,27,106243,118.04777777777778,8
52293,Lampa,-33.44975443635805,-70.65234356292193,32,21.17,48.54,7.213265276755145,73.33,84.16,82.2,2027-04-13,1685417,1872.6855555555555,223506,111.50666666666666,5727.0,24,192292,213.65777777777777,7
70957,Pirque,-33.64175874182136,-70.56006668111749,34,15.37,49.78,9.675302449562327,57.17,92.57,91.58,2027-04-14,1489515,1655.0166666666669,184911,128.65333333333334,4195.0,26,184793,205.32555555555555,8
73650,Chicureo,-33.211783901281954,-70.59017993853435,35,13.98,54.33,1.0803714162114475,12.59,94.22,91.88,2027-04-15,1191503,1323.8922222222222,499271,132.3411111111111,4329.0,24,115735,128.59444444444443,5
74541,Colina,-33.29201409725161,-70.97232613216944,33,16.94,70.32,6.404916239904297,6.54,89.14,86.04,2027-04-16,1412099,1568.9988888888888,356111,156.58333333333334,4667.0,20,186251,206.9455555555556,10
10997,Chicureo,-33.631371258509795,-70.64345453772053,21,13.13,34.35,7.478366143796653,20.63,94.47,91.12,2027-04-17,1235532,1372.8133333333333,234458,58.532222222222224,3073.0,21,101932,113.25777777777778,8
60219,Chicureo,-33.55525824605689,-70.98798258997118,37,26.09,79.42,4.4089346513198935,76.3,82.82,82.73,2027-04-18,1286010,1428.9,162175,136.68333333333334,3612.0,21,150268,166.96444444444444,9
55156,Batuco,-33.23581400247253,-70.86310059209873,20,21.96,74.19,1.0512338897195994,50.02,91.04,88.04,2027-04-19,1570848,1745.3866666666668,466915,141.32222222222222,3959.0,26,193735,215.26111111111112,5
97890,Pirque,-33.65586181358544,-70.64874235060968,30,27.99,40.91,2.9179500872306385,18.79,94.7,90.86,2027-04-20,1029499,1143.8877777777775,271300,135.4922222222222,3698.0,29,191691,212.99,7
